schools_1km,hospitals_1km,transit_1km,Outlet_ID
0,0,3,OUT_01073
2,1,0,OUT_01074
2,0,0,OUT_01075
0,1,1,OUT_01076
0,0,0,OUT_01077
12,4,11,OUT_01078
0,0,0,OUT_01079
0,0,0,OUT_01080
1,0,0,OUT_01081
0,0,0,OUT_01082
0,0,0,OUT_01083
0,0,0,OUT_01084
3,0,0,OUT_01085
0,0,0,OUT_01086
0,0,5,OUT_01087
0,0,0,OUT_01088
0,0,1,OUT_01089
0,0,0,OUT_01090
0,0,0,OUT_01091
0,0,0,OUT_01092
0,0,0,OUT_01093
14,1,16,OUT_01094
1,0,0,OUT_01095
0,0,0,OUT_01096
0,0,0,OUT_01097
0,0,0,OUT_01098
0,0,0,OUT_01099
2,0,3,OUT_01100
4,0,10,OUT_01101
1,0,0,OUT_01102
2,1,1,OUT_01103
0,0,0,OUT_01104
0,0,3,OUT_01105
0,0,0,OUT_01106
0,0,0,OUT_01107
0,0,0,OUT_01108
0,0,0,OUT_01109
0,2,4,OUT_01110
0,0,0,OUT_01111
0,0,0,OUT_01112
0,0,0,OUT_01113
0,0,2,OUT_01114
1,0,0,OUT_01115
0,0,0,OUT_01116
2,0,6,OUT_01117
0,0,0,OUT_01118
0,0,1,OUT_01119
0,0,0,OUT_01120
2,0,3,OUT_01121
0,0,0,OUT_01122
0,0,0,OUT_01123
0,0,0,OUT_01124
0,0,0,OUT_01125
0,0,0,OUT_01126
0,0,0,OUT_01127
0,0,0,OUT_01128
1,1,0,OUT_01129
0,0,0,OUT_01130
1,0,1,OUT_01131
0,0,0,OUT_01132
1,1,5,OUT_01133
0,0,0,OUT_01134
0,0,0,OUT_01135
0,0,0,OUT_01136
0,0,3,OUT_01137
0,0,0,OUT_01138
0,0,0,OUT_01139
0,0,0,OUT_01140
0,0,0,OUT_01141
0,0,0,OUT_01142
0,0,0,OUT_01143
1,0,0,OUT_01144
0,0,1,OUT_01145
2,0,1,OUT_01146
0,0,2,OUT_01147
0,0,0,OUT_01148
0,0,0,OUT_01149
0,0,0,OUT_01150
2,0,0,OUT_01151
0,0,0,OUT_01152
0,0,0,OUT_01153
0,0,0,OUT_01154
0,0,0,OUT_01155
0,0,0,OUT_01156
0,0,0,OUT_01157
0,0,1,OUT_01158
0,0,0,OUT_01159
0,0,0,OUT_01160
0,0,0,OUT_01161
0,0,1,OUT_01162
0,0,0,OUT_01163
3,0,6,OUT_01164
0,0,0,OUT_01165
0,0,0,OUT_01166
3,3,0,OUT_01167
0,0,0,OUT_01168
1,0,0,OUT_01169
0,0,0,OUT_01170
0,0,0,OUT_01171
0,0,0,OUT_01172
0,0,0,OUT_01173
0,0,0,OUT_01174
0,0,0,OUT_01175
1,0,2,OUT_01176
0,0,0,OUT_01177
0,0,0,OUT_01178
0,0,0,OUT_01179
2,0,0,OUT_01180
1,1,1,OUT_01181
0,0,0,OUT_01182
6,1,0,OUT_01183
2,0,2,OUT_01184
0,0,0,OUT_01185
0,0,0,OUT_01186
0,0,0,OUT_01187
0,0,0,OUT_01188
0,0,0,OUT_01189
0,0,0,OUT_01190
0,0,0,OUT_01191
0,0,0,OUT_01192
0,0,0,OUT_01193
0,0,0,OUT_01194
1,0,3,OUT_01195
0,0,0,OUT_01196
2,0,3,OUT_01197
0,0,0,OUT_01198
4,0,1,OUT_01199
0,0,1,OUT_01200
0,0,0,OUT_01201
0,0,0,OUT_01202
1,0,0,OUT_01203
0,0,0,OUT_01204
0,0,0,OUT_01205
0,0,0,OUT_01206
8,0,5,OUT_01207
0,0,0,OUT_01208
0,0,0,OUT_01209
0,0,2,OUT_01210
1,1,1,OUT_01211
0,0,0,OUT_01212
1,0,0,OUT_01213
0,0,4,OUT_01214
0,0,0,OUT_01215
0,0,0,OUT_01216
0,0,0,OUT_01217
1,1,3,OUT_01218
0,0,9,OUT_01219
2,0,0,OUT_01220
1,0,1,OUT_01221
0,0,0,OUT_01222
0,0,0,OUT_01223
0,0,0,OUT_01224
1,1,0,OUT_01225
1,0,3,OUT_01226
0,0,0,OUT_01227
0,0,0,OUT_01228
0,0,0,OUT_01229
0,0,0,OUT_01230
0,0,0,OUT_01231
0,0,0,OUT_01232
0,0,0,OUT_01233
0,0,0,OUT_01234
0,0,0,OUT_01235
6,1,4,OUT_01236
0,0,0,OUT_01237
0,0,0,OUT_01238
0,0,0,OUT_01239
0,0,0,OUT_01240
0,0,0,OUT_01241
0,0,0,OUT_01242
0,0,0,OUT_01243
19,4,16,OUT_01244
9,0,16,OUT_01245
0,0,2,OUT_01246
0,0,0,OUT_01247
0,0,0,OUT_01248
0,0,1,OUT_01249
0,0,0,OUT_01250
0,0,0,OUT_01251
2,3,3,OUT_01252
1,0,0,OUT_01253
0,0,0,OUT_01254
0,0,0,OUT_01255
0,0,0,OUT_01256
1,0,0,OUT_01257
1,0,0,OUT_01258
0,0,0,OUT_01259
0,0,0,OUT_01260
0,1,24,OUT_01261
0,0,0,OUT_01262
0,0,0,OUT_01263
0,1,0,OUT_01264
0,0,0,OUT_01265
0,0,16,OUT_01266
2,0,0,OUT_01267
1,0,0,OUT_01268
0,0,2,OUT_01269
0,0,0,OUT_01270
0,0,0,OUT_01271
5,3,6,OUT_01272
0,0,1,OUT_01273
5,1,0,OUT_01274
0,0,0,OUT_01275
0,0,0,OUT_01276
12,5,12,OUT_01277
2,0,0,OUT_01278
0,0,0,OUT_01279
0,0,0,OUT_01280
0,0,0,OUT_01281
2,0,1,OUT_01282
23,0,11,OUT_01283
3,0,0,OUT_01284
0,0,0,OUT_01285
0,0,5,OUT_01286
0,0,0,OUT_01287
0,0,0,OUT_01288
0,1,0,OUT_01289
0,1,8,OUT_01290
0,0,4,OUT_01291
0,0,0,OUT_01292
4,1,4,OUT_01293
1,0,0,OUT_01294
0,0,0,OUT_01295
0,0,0,OUT_01296
0,0,0,OUT_01297
0,0,0,OUT_01298
0,0,0,OUT_01299
0,0,0,OUT_01300
0,0,0,OUT_01301
0,0,0,OUT_01302
0,0,0,OUT_01303
0,0,0,OUT_01304
0,0,0,OUT_01305
0,0,0,OUT_01306
1,0,2,OUT_01307
0,0,0,OUT_01308
0,0,0,OUT_01309
0,0,0,OUT_01310
0,0,0,OUT_01311
0,0,0,OUT_01312
0,0,1,OUT_01313
0,0,0,OUT_01314
0,0,0,OUT_01315
0,0,0,OUT_01316
0,0,2,OUT_01317
0,0,0,OUT_01318
0,0,0,OUT_01319
0,0,0,OUT_01320
1,0,1,OUT_01321
2,0,12,OUT_01322
1,0,0,OUT_01323
0,0,1,OUT_01324
0,1,0,OUT_01325
0,0,0,OUT_01326
0,0,3,OUT_01327
1,0,0,OUT_01328
2,4,1,OUT_01329
0,0,0,OUT_01330
0,0,0,OUT_01331
0,0,0,OUT_01332
0,0,0,OUT_01333
0,0,1,OUT_01334
0,0,2,OUT_01335
0,0,0,OUT_01336
0,0,0,OUT_01337
0,0,0,OUT_01338
0,0,0,OUT_01339
0,0,0,OUT_01340
0,3,0,OUT_01341
0,0,0,OUT_01342
0,0,0,OUT_01343
0,0,0,OUT_01344
0,0,0,OUT_01345
2,1,17,OUT_01346
1,0,0,OUT_01347
2,0,1,OUT_01348
8,3,15,OUT_01349
1,0,0,OUT_01350
7,2,3,OUT_01351
4,2,11,OUT_01352
0,0,0,OUT_01353
0,0,0,OUT_01354
0,0,0,OUT_01355
1,0,3,OUT_01356
13,0,9,OUT_01357
0,0,0,OUT_01358
1,0,4,OUT_01359
0,0,0,OUT_01360
0,0,0,OUT_01361
1,0,0,OUT_01362
0,0,0,OUT_01363
1,0,0,OUT_01364
0,0,0,OUT_01365
0,0,0,OUT_01366
1,0,15,OUT_01367
0,0,1,OUT_01368
0,0,1,OUT_01369
2,1,0,OUT_01370
0,0,0,OUT_01371
0,0,0,OUT_01372
0,0,0,OUT_01373
0,0,0,OUT_01374
0,0,2,OUT_01375
0,0,0,OUT_01376
0,0,2,OUT_01377
0,0,0,OUT_01378
0,0,0,OUT_01379
4,0,3,OUT_01380
1,0,1,OUT_01381
0,0,0,OUT_01382
0,0,0,OUT_01383
0,0,0,OUT_01384
0,0,0,OUT_01385
1,0,0,OUT_01386
0,0,0,OUT_01387
0,0,0,OUT_01388
0,0,0,OUT_01389
2,1,0,OUT_01390
0,0,0,OUT_01391
0,0,0,OUT_01392
0,0,0,OUT_01393
1,0,8,OUT_01394
0,0,0,OUT_01395
0,0,2,OUT_01396
0,0,0,OUT_01397
0,0,0,OUT_01398
0,0,0,OUT_01399
0,0,0,OUT_01400
0,0,0,OUT_01401
0,0,0,OUT_01402
0,0,0,OUT_01403
0,0,0,OUT_01404
0,0,1,OUT_01405
1,0,8,OUT_01406
0,0,0,OUT_01407
0,0,1,OUT_01408
0,0,0,OUT_01409
0,0,0,OUT_01410
0,1,0,OUT_01411
0,0,1,OUT_01412
1,0,0,OUT_01413
0,0,0,OUT_01414
2,1,1,OUT_01415
0,1,0,OUT_01416
0,0,0,OUT_01417
0,0,0,OUT_01418
0,0,0,OUT_01419
0,0,0,OUT_01420
0,0,8,OUT_01421
0,0,0,OUT_01422
0,0,0,OUT_01423
0,0,1,OUT_01424
3,0,5,OUT_01425
0,0,0,OUT_01426
0,0,0,OUT_01427
0,0,0,OUT_01428
1,0,0,OUT_01429
0,0,0,OUT_01430
0,0,0,OUT_01431
0,0,0,OUT_01432
0,0,0,OUT_01433
0,0,0,OUT_01434
0,0,0,OUT_01435
1,0,0,OUT_01436
0,0,0,OUT_01437
5,1,9,OUT_01438
0,0,0,OUT_01439
5,1,0,OUT_01440
0,0,0,OUT_01441
1,1,0,OUT_01442
0,0,0,OUT_01443
0,0,0,OUT_01444
0,0,0,OUT_01445
2,0,0,OUT_01446
0,0,0,OUT_01447
16,0,5,OUT_01448
0,1,0,OUT_01449
0,0,0,OUT_01450
0,0,0,OUT_01451
0,0,0,OUT_01452
0,0,0,OUT_01453
2,0,1,OUT_01454
0,0,0,OUT_01455
0,0,0,OUT_01456
1,0,1,OUT_01457
0,0,0,OUT_01458
0,0,0,OUT_01459
2,1,0,OUT_01460
3,1,0,OUT_01461
0,0,0,OUT_01462
0,0,0,OUT_01463
1,0,0,OUT_01464
0,0,0,OUT_01465
1,0,0,OUT_01466
0,0,0,OUT_01467
0,0,0,OUT_01468
0,0,4,OUT_01469
0,0,0,OUT_01470
0,0,0,OUT_01471
1,0,0,OUT_01472
1,2,0,OUT_01473
0,0,0,OUT_01474
0,0,0,OUT_01475
0,0,0,OUT_01476
17,2,17,OUT_01477
0,0,0,OUT_01478
0,0,0,OUT_01479
0,0,0,OUT_01480
0,0,0,OUT_01481
0,0,0,OUT_01482
0,0,0,OUT_01483
0,0,0,OUT_01484
0,0,0,OUT_01485
0,0,0,OUT_01486
0,0,0,OUT_01487
14,2,12,OUT_01488
0,0,0,OUT_01489
0,0,0,OUT_01490
1,1,0,OUT_01491
0,0,0,OUT_01492
0,0,0,OUT_01493
2,0,0,OUT_01494
33,5,15,OUT_01495
0,0,0,OUT_01496
0,0,0,OUT_01497
0,0,0,OUT_01498
10,1,21,OUT_01499
0,0,0,OUT_01500
1,0,0,OUT_01501
2,1,0,OUT_01502
0,0,0,OUT_01503
0,0,0,OUT_01504
0,0,0,OUT_01505
1,0,1,OUT_01506
1,0,0,OUT_01507
1,0,0,OUT_01508
2,0,0,OUT_01509
0,0,0,OUT_01510
1,0,0,OUT_01511
3,1,11,OUT_01512
0,0,0,OUT_01513
0,0,0,OUT_01514
0,0,0,OUT_01515
0,0,11,OUT_01516
1,0,0,OUT_01517
0,0,1,OUT_01518
0,0,0,OUT_01519
1,2,4,OUT_01520
0,0,1,OUT_01521
0,0,1,OUT_01522
0,0,0,OUT_01523
0,0,0,OUT_01524
0,0,2,OUT_01525
0,0,0,OUT_01526
0,0,0,OUT_01527
1,0,1,OUT_01528
0,0,0,OUT_01529
0,0,0,OUT_01530
0,0,0,OUT_01531
0,0,0,OUT_01532
0,1,0,OUT_01533
2,0,0,OUT_01534
0,0,0,OUT_01535
0,0,0,OUT_01536
0,0,0,OUT_01537
0,0,0,OUT_01538
0,0,0,OUT_01539
1,0,0,OUT_01540
2,0,1,OUT_01541
0,0,0,OUT_01542
0,0,0,OUT_01543
0,0,0,OUT_01544
0,0,0,OUT_01545
10,0,5,OUT_01546
0,0,0,OUT_01547
0,0,0,OUT_01548
0,0,0,OUT_01549
0,0,0,OUT_01550
1,0,0,OUT_01551
0,0,0,OUT_01552
3,1,1,OUT_01553
0,2,0,OUT_01554
0,0,0,OUT_01555
1,0,5,OUT_01556
0,0,0,OUT_01557
0,0,0,OUT_01558
1,0,1,OUT_01559
0,0,0,OUT_01560
1,0,0,OUT_01561
0,0,0,OUT_01562
0,1,0,OUT_01563
0,1,0,OUT_01564
0,0,0,OUT_01565
0,0,0,OUT_01566
0,0,0,OUT_01567
1,0,0,OUT_01568
0,0,0,OUT_01569
0,0,0,OUT_01570
0,0,0,OUT_01571
0,0,1,OUT_01572
0,0,0,OUT_01573
0,0,0,OUT_01574
0,0,0,OUT_01575
0,0,0,OUT_01576
0,0,0,OUT_01577
0,0,0,OUT_01578
0,0,0,OUT_01579
0,0,0,OUT_01580
2,0,0,OUT_01581
0,0,0,OUT_01582
0,0,0,OUT_01583
0,0,0,OUT_01584
0,0,0,OUT_01585
1,0,0,OUT_01586
2,0,5,OUT_01587
1,1,0,OUT_01588
1,3,0,OUT_01589
0,0,0,OUT_01590
7,0,1,OUT_01591
0,0,0,OUT_01592
9,0,5,OUT_01593
0,0,0,OUT_01594
0,0,0,OUT_01595
0,0,1,OUT_01596
2,0,0,OUT_01597
0,0,0,OUT_01598
1,0,0,OUT_01599
2,0,0,OUT_01600
1,0,1,OUT_01601
0,0,0,OUT_01602
0,0,6,OUT_01603
0,0,0,OUT_01604
0,0,0,OUT_01605
0,0,0,OUT_01606
0,0,0,OUT_01607
0,0,0,OUT_01608
0,0,0,OUT_01609
1,3,2,OUT_01610
0,0,0,OUT_01611
0,0,0,OUT_01612
0,1,0,OUT_01613
0,0,0,OUT_01614
0,0,0,OUT_01615
3,1,0,OUT_01616
1,0,0,OUT_01617
0,0,0,OUT_01618
1,0,1,OUT_01619
1,1,0,OUT_01620
0,0,0,OUT_01621
0,0,1,OUT_01622
0,0,0,OUT_01623
0,0,0,OUT_01624
0,0,1,OUT_01625
0,0,0,OUT_01626
0,0,0,OUT_01627
0,0,1,OUT_01628
1,0,0,OUT_01629
0,0,0,OUT_01630
1,0,11,OUT_01631
0,0,0,OUT_01632
0,0,0,OUT_01633
2,0,0,OUT_01634
1,0,0,OUT_01635
0,0,0,OUT_01636
0,0,0,OUT_01637
0,0,0,OUT_01638
0,0,1,OUT_01639
0,0,0,OUT_01640
0,0,0,OUT_01641
0,0,0,OUT_01642
2,0,12,OUT_01643
0,0,0,OUT_01644
1,0,1,OUT_01645
0,0,0,OUT_01646
0,0,0,OUT_01647
4,1,1,OUT_01648
0,0,0,OUT_01649
1,0,0,OUT_01650
0,0,0,OUT_01651
1,0,0,OUT_01652
0,0,0,OUT_01653
0,0,0,OUT_01654
0,0,0,OUT_01655
0,0,0,OUT_01656
0,0,0,OUT_01657
1,1,0,OUT_01658
0,0,0,OUT_01659
32,6,11,OUT_01660
1,0,0,OUT_01661
1,0,0,OUT_01662
0,0,0,OUT_01663
0,0,0,OUT_01664
0,0,0,OUT_01665
0,0,0,OUT_01666
0,0,0,OUT_01667
2,0,0,OUT_01668
0,0,1,OUT_01669
0,0,0,OUT_01670
0,0,0,OUT_01671
0,0,0,OUT_01672
1,0,2,OUT_01673
0,0,0,OUT_01674
0,0,0,OUT_01675
0,0,0,OUT_01676
0,0,0,OUT_01677
0,0,0,OUT_01678
0,0,0,OUT_01679
0,0,0,OUT_01680
0,0,0,OUT_01681
1,0,1,OUT_01682
0,0,0,OUT_01683
0,0,0,OUT_01684
0,0,0,OUT_01685
0,0,0,OUT_01686
0,1,1,OUT_01687
0,0,0,OUT_01688
0,0,0,OUT_01689
1,0,0,OUT_01690
0,0,0,OUT_01691
1,0,0,OUT_01692
0,0,0,OUT_01693
0,0,0,OUT_01694
0,0,0,OUT_01695
0,0,0,OUT_01696
0,0,2,OUT_01697
0,0,0,OUT_01698
0,0,0,OUT_01699
2,2,0,OUT_01700
5,0,0,OUT_01701
1,0,2,OUT_01702
0,0,0,OUT_01703
0,0,0,OUT_01704
0,0,0,OUT_01705
0,0,0,OUT_01706
0,0,0,OUT_01707
1,1,0,OUT_01708
11,0,9,OUT_01709
0,0,0,OUT_01710
1,0,0,OUT_01711
2,0,0,OUT_01712
0,0,0,OUT_01713
0,0,0,OUT_01714
1,1,1,OUT_01715
0,0,0,OUT_01716
0,0,8,OUT_01717
0,0,5,OUT_01718
0,0,0,OUT_01719
0,0,0,OUT_01720
0,0,0,OUT_01721
0,0,0,OUT_01722
0,0,0,OUT_01723
0,0,0,OUT_01724
0,0,2,OUT_01725
2,0,0,OUT_01726
0,0,0,OUT_01727
0,0,0,OUT_01728
1,1,2,OUT_01729
3,1,3,OUT_01730
0,0,0,OUT_01731
0,0,0,OUT_01732
0,0,0,OUT_01733
0,0,0,OUT_01734
0,0,0,OUT_01735
0,0,0,OUT_01736
0,0,0,OUT_01737
0,0,1,OUT_01738
1,0,0,OUT_01739
1,1,0,OUT_01740
0,0,15,OUT_01741
0,0,1,OUT_01742
0,0,0,OUT_01743
0,0,0,OUT_01744
1,0,0,OUT_01745
2,3,0,OUT_01746
25,1,14,OUT_01747
0,0,0,OUT_01748
0,0,0,OUT_01749
0,0,0,OUT_01750
0,0,0,OUT_01751
2,0,0,OUT_01752
8,1,6,OUT_01753
0,0,0,OUT_01754
3,1,1,OUT_01755
0,0,1,OUT_01756
0,0,0,OUT_01757
0,0,0,OUT_01758
0,0,1,OUT_01759
0,0,0,OUT_01760
0,0,0,OUT_01761
0,0,0,OUT_01762
0,0,1,OUT_01763
10,2,9,OUT_01764
2,1,11,OUT_01765
0,1,0,OUT_01766
0,0,0,OUT_01767
0,0,0,OUT_01768
0,0,0,OUT_01769
0,0,0,OUT_01770
0,0,0,OUT_01771
0,0,0,OUT_01772
0,0,0,OUT_01773
0,0,0,OUT_01774
0,1,0,OUT_01775
3,0,6,OUT_01776
0,1,0,OUT_01777
0,0,0,OUT_01778
1,0,0,OUT_01779
14,1,10,OUT_01780
0,0,0,OUT_01781
0,0,0,OUT_01782
1,0,0,OUT_01783
28,5,17,OUT_01784
0,0,0,OUT_01785
0,0,0,OUT_01786
0,0,0,OUT_01787
0,0,0,OUT_01788
2,1,5,OUT_01789
0,0,0,OUT_01790
0,0,0,OUT_01791
0,0,0,OUT_01792
0,0,0,OUT_01793
0,0,0,OUT_01794
0,0,0,OUT_01795
1,0,10,OUT_01796
0,1,0,OUT_01797
0,0,0,OUT_01798
0,0,0,OUT_01799
0,0,1,OUT_01800
0,0,0,OUT_01801
2,3,0,OUT_01802
3,0,0,OUT_01803
0,0,0,OUT_01804
0,0,0,OUT_01805
0,0,0,OUT_01806
8,2,10,OUT_01807
0,0,0,OUT_01808
0,0,0,OUT_01809
0,0,0,OUT_01810
0,0,0,OUT_01811
0,0,0,OUT_01812
0,0,0,OUT_01813
0,0,0,OUT_01814
0,0,3,OUT_01815
2,0,0,OUT_01816
0,0,0,OUT_01817
0,0,0,OUT_01818
0,0,0,OUT_01819
2,1,0,OUT_01820
0,0,0,OUT_01821
1,0,0,OUT_01822
0,0,3,OUT_01823
0,0,0,OUT_01824
1,1,13,OUT_01825
0,0,0,OUT_01826
2,0,8,OUT_01827
0,1,0,OUT_01828
0,0,0,OUT_01829
0,0,0,OUT_01830
0,1,0,OUT_01831
0,0,0,OUT_01832
0,0,0,OUT_01833
0,0,0,OUT_01834
0,0,0,OUT_01835
0,0,0,OUT_01836
0,0,0,OUT_01837
2,0,14,OUT_01838
0,0,4,OUT_01839
1,1,0,OUT_01840
0,0,0,OUT_01841
0,0,0,OUT_01842
1,1,0,OUT_01843
2,3,0,OUT_01844
0,0,0,OUT_01845
2,0,2,OUT_01846
0,0,0,OUT_01847
0,0,0,OUT_01848
0,0,0,OUT_01849
0,0,0,OUT_01850
1,0,4,OUT_01851
0,0,0,OUT_01852
0,0,10,OUT_01853
0,0,0,OUT_01854
0,0,0,OUT_01855
0,0,0,OUT_01856
7,2,2,OUT_01857
0,0,0,OUT_01858
2,0,0,OUT_01859
1,1,0,OUT_01860
0,0,1,OUT_01861
0,0,0,OUT_01862
0,0,0,OUT_01863
0,0,0,OUT_01864
0,0,1,OUT_01865
0,0,2,OUT_01866
0,0,0,OUT_01867
2,0,7,OUT_01868
0,0,0,OUT_01869
0,0,0,OUT_01870
0,0,0,OUT_01871
1,0,0,OUT_01872
0,0,0,OUT_01873
0,0,0,OUT_01874
8,0,5,OUT_01875
0,0,0,OUT_01876
11,0,10,OUT_01877
19,4,30,OUT_01878
1,0,0,OUT_01879
0,1,0,OUT_01880
0,0,1,OUT_01881
2,1,0,OUT_01882
2,2,2,OUT_01883
0,0,1,OUT_01884
0,0,0,OUT_01885
18,1,21,OUT_01886
2,0,8,OUT_01887
0,0,0,OUT_01888
0,0,0,OUT_01889
0,0,0,OUT_01890
0,0,0,OUT_01891
0,0,0,OUT_01892
0,0,0,OUT_01893
6,2,0,OUT_01894
5,1,0,OUT_01895
0,0,0,OUT_01896
0,0,0,OUT_01897
1,0,0,OUT_01898
0,0,0,OUT_01899
0,0,0,OUT_01900
