schools_1km,hospitals_1km,transit_1km,Outlet_ID
0,0,0,OUT_05193
0,0,0,OUT_05194
0,0,0,OUT_05195
1,0,0,OUT_05196
0,0,0,OUT_05197
9,4,8,OUT_05198
0,0,0,OUT_05199
0,0,0,OUT_05200
1,0,0,OUT_05201
0,0,3,OUT_05202
0,0,0,OUT_05203
0,0,0,OUT_05204
2,1,0,OUT_05205
0,0,0,OUT_05206
0,0,0,OUT_05207
0,0,0,OUT_05208
2,0,0,OUT_05209
0,0,0,OUT_05210
1,0,1,OUT_05211
0,0,1,OUT_05212
0,0,0,OUT_05213
0,1,1,OUT_05214
1,1,0,OUT_05215
0,1,0,OUT_05216
0,0,0,OUT_05217
0,0,0,OUT_05218
0,0,0,OUT_05219
4,3,6,OUT_05220
0,0,4,OUT_05221
0,0,0,OUT_05222
0,0,0,OUT_05223
0,0,0,OUT_05224
0,0,0,OUT_05225
0,0,0,OUT_05226
0,0,0,OUT_05227
0,0,0,OUT_05228
1,0,0,OUT_05229
3,0,0,OUT_05230
1,0,0,OUT_05231
0,0,0,OUT_05232
5,1,1,OUT_05233
0,0,0,OUT_05234
0,0,0,OUT_05235
0,0,1,OUT_05236
0,0,0,OUT_05237
2,0,0,OUT_05238
0,0,9,OUT_05239
0,0,0,OUT_05240
0,0,0,OUT_05241
0,0,0,OUT_05242
0,0,7,OUT_05243
0,0,0,OUT_05244
1,0,17,OUT_05245
0,0,8,OUT_05246
0,0,0,OUT_05247
12,3,13,OUT_05248
0,0,0,OUT_05249
2,1,5,OUT_05250
0,0,0,OUT_05251
1,0,0,OUT_05252
5,0,0,OUT_05253
0,0,0,OUT_05254
0,0,0,OUT_05255
0,0,4,OUT_05256
0,0,0,OUT_05257
1,2,13,OUT_05258
0,0,0,OUT_05259
0,0,0,OUT_05260
0,0,0,OUT_05261
0,0,0,OUT_05262
0,0,0,OUT_05263
0,0,0,OUT_05264
0,0,0,OUT_05265
0,0,0,OUT_05266
0,0,0,OUT_05267
0,0,0,OUT_05268
1,0,0,OUT_05269
3,0,20,OUT_05270
0,0,0,OUT_05271
0,0,0,OUT_05272
0,0,0,OUT_05273
1,0,0,OUT_05274
0,0,0,OUT_05275
0,0,0,OUT_05276
0,0,0,OUT_05277
0,0,0,OUT_05278
0,0,0,OUT_05279
0,0,0,OUT_05280
1,1,4,OUT_05281
0,0,0,OUT_05282
0,0,0,OUT_05283
0,0,0,OUT_05284
0,0,0,OUT_05285
0,0,7,OUT_05286
0,0,5,OUT_05287
0,0,0,OUT_05288
0,0,0,OUT_05289
0,0,0,OUT_05290
0,0,0,OUT_05291
0,0,0,OUT_05292
0,0,0,OUT_05293
0,0,0,OUT_05294
0,0,0,OUT_05295
0,0,0,OUT_05296
0,0,0,OUT_05297
0,0,0,OUT_05298
0,0,0,OUT_05299
0,1,0,OUT_05300
0,0,0,OUT_05301
0,1,0,OUT_05302
8,1,7,OUT_05303
1,2,1,OUT_05304
0,0,0,OUT_05305
0,0,7,OUT_05306
0,0,0,OUT_05307
0,0,0,OUT_05308
0,0,0,OUT_05309
2,0,1,OUT_05310
0,0,0,OUT_05311
1,1,0,OUT_05312
6,0,7,OUT_05313
0,0,3,OUT_05314
0,0,0,OUT_05315
0,0,0,OUT_05316
0,0,0,OUT_05317
0,0,0,OUT_05318
0,0,0,OUT_05319
0,0,0,OUT_05320
0,0,0,OUT_05321
0,0,0,OUT_05322
1,0,0,OUT_05323
0,0,0,OUT_05324
0,0,0,OUT_05325
0,0,0,OUT_05326
1,0,0,OUT_05327
0,0,0,OUT_05328
1,0,0,OUT_05329
0,0,0,OUT_05330
0,0,0,OUT_05331
0,0,0,OUT_05332
2,0,10,OUT_05333
0,0,0,OUT_05334
1,0,11,OUT_05335
0,0,0,OUT_05336
0,0,0,OUT_05337
0,0,2,OUT_05338
1,0,1,OUT_05339
0,0,0,OUT_05340
0,0,0,OUT_05341
0,0,3,OUT_05342
0,0,0,OUT_05343
0,0,0,OUT_05344
1,1,0,OUT_05345
0,0,0,OUT_05346
3,2,5,OUT_05347
0,0,0,OUT_05348
0,0,0,OUT_05349
0,0,0,OUT_05350
0,0,0,OUT_05351
0,0,0,OUT_05352
0,0,0,OUT_05353
3,1,2,OUT_05354
0,0,0,OUT_05355
0,1,0,OUT_05356
0,0,0,OUT_05357
2,0,0,OUT_05358
0,0,0,OUT_05359
0,0,0,OUT_05360
0,0,0,OUT_05361
0,0,0,OUT_05362
1,0,0,OUT_05363
0,0,0,OUT_05364
2,0,0,OUT_05365
0,0,0,OUT_05366
0,0,0,OUT_05367
1,0,0,OUT_05368
4,1,0,OUT_05369
0,0,0,OUT_05370
0,0,0,OUT_05371
0,2,3,OUT_05372
1,0,0,OUT_05373
1,0,0,OUT_05374
1,1,0,OUT_05375
1,0,9,OUT_05376
0,0,1,OUT_05377
1,0,4,OUT_05378
1,2,0,OUT_05379
0,0,0,OUT_05380
0,0,1,OUT_05381
0,0,1,OUT_05382
0,0,0,OUT_05383
1,0,18,OUT_05384
0,0,0,OUT_05385
0,0,1,OUT_05386
0,0,4,OUT_05387
0,0,0,OUT_05388
0,0,0,OUT_05389
0,0,0,OUT_05390
0,0,0,OUT_05391
0,0,0,OUT_05392
0,0,0,OUT_05393
0,0,0,OUT_05394
0,0,0,OUT_05395
0,0,0,OUT_05396
0,0,0,OUT_05397
1,0,0,OUT_05398
0,0,0,OUT_05399
0,0,0,OUT_05400
0,0,0,OUT_05401
1,0,1,OUT_05402
0,0,0,OUT_05403
0,0,0,OUT_05404
1,0,6,OUT_05405
16,1,15,OUT_05406
0,0,0,OUT_05407
0,0,0,OUT_05408
1,0,0,OUT_05409
1,0,0,OUT_05410
1,0,0,OUT_05411
0,0,0,OUT_05412
0,0,4,OUT_05413
2,0,0,OUT_05414
1,0,0,OUT_05415
1,0,1,OUT_05416
0,0,0,OUT_05417
0,0,0,OUT_05418
0,0,0,OUT_05419
0,1,0,OUT_05420
0,0,0,OUT_05421
0,0,0,OUT_05422
0,0,0,OUT_05423
0,0,0,OUT_05424
1,0,0,OUT_05425
0,0,0,OUT_05426
1,0,0,OUT_05427
1,0,8,OUT_05428
0,0,0,OUT_05429
11,1,5,OUT_05430
0,0,0,OUT_05431
1,0,3,OUT_05432
1,0,6,OUT_05433
0,0,0,OUT_05434
2,0,0,OUT_05435
1,0,0,OUT_05436
0,0,0,OUT_05437
0,0,1,OUT_05438
0,0,0,OUT_05439
0,0,0,OUT_05440
0,0,0,OUT_05441
0,0,0,OUT_05442
0,0,0,OUT_05443
0,0,0,OUT_05444
0,0,0,OUT_05445
0,0,0,OUT_05446
0,0,0,OUT_05447
1,0,0,OUT_05448
1,1,4,OUT_05449
1,0,0,OUT_05450
0,0,0,OUT_05451
0,0,0,OUT_05452
0,0,0,OUT_05453
0,0,0,OUT_05454
17,1,24,OUT_05455
0,0,0,OUT_05456
0,0,1,OUT_05457
0,0,1,OUT_05458
1,0,0,OUT_05459
0,0,0,OUT_05460
0,0,0,OUT_05461
0,0,3,OUT_05462
0,0,0,OUT_05463
0,0,0,OUT_05464
0,0,0,OUT_05465
0,0,0,OUT_05466
1,0,0,OUT_05467
1,0,0,OUT_05468
0,0,0,OUT_05469
0,0,6,OUT_05470
3,1,0,OUT_05471
0,1,13,OUT_05472
0,0,0,OUT_05473
0,0,0,OUT_05474
0,0,0,OUT_05475
0,0,2,OUT_05476
1,0,0,OUT_05477
0,0,7,OUT_05478
0,0,0,OUT_05479
0,0,0,OUT_05480
0,0,0,OUT_05481
0,0,0,OUT_05482
0,0,0,OUT_05483
1,2,2,OUT_05484
0,0,0,OUT_05485
0,0,0,OUT_05486
0,0,0,OUT_05487
0,0,0,OUT_05488
0,0,1,OUT_05489
0,0,0,OUT_05490
1,0,0,OUT_05491
1,0,4,OUT_05492
1,0,0,OUT_05493
0,0,0,OUT_05494
0,0,0,OUT_05495
0,0,0,OUT_05496
0,0,2,OUT_05497
0,0,0,OUT_05498
0,0,3,OUT_05499
0,0,0,OUT_05500
0,0,0,OUT_05501
0,0,0,OUT_05502
0,0,0,OUT_05503
0,0,0,OUT_05504
0,0,0,OUT_05505
1,0,0,OUT_05506
0,0,0,OUT_05507
0,0,4,OUT_05508
0,0,0,OUT_05509
0,0,0,OUT_05510
0,0,0,OUT_05511
2,1,0,OUT_05512
0,0,0,OUT_05513
0,0,0,OUT_05514
0,0,0,OUT_05515
0,0,0,OUT_05516
0,0,0,OUT_05517
0,0,0,OUT_05518
0,0,0,OUT_05519
0,0,0,OUT_05520
0,0,0,OUT_05521
9,1,18,OUT_05522
0,1,7,OUT_05523
0,0,0,OUT_05524
0,0,0,OUT_05525
0,0,0,OUT_05526
0,1,0,OUT_05527
0,0,0,OUT_05528
0,0,2,OUT_05529
1,0,0,OUT_05530
1,1,0,OUT_05531
1,2,0,OUT_05532
0,0,0,OUT_05533
0,0,0,OUT_05534
0,0,0,OUT_05535
1,0,0,OUT_05536
0,0,2,OUT_05537
0,0,0,OUT_05538
0,0,2,OUT_05539
14,2,14,OUT_05540
2,3,4,OUT_05541
0,0,0,OUT_05542
0,0,1,OUT_05543
2,1,0,OUT_05544
0,0,0,OUT_05545
0,0,0,OUT_05546
0,0,0,OUT_05547
0,0,0,OUT_05548
0,0,0,OUT_05549
0,0,0,OUT_05550
0,0,0,OUT_05551
2,0,1,OUT_05552
0,0,0,OUT_05553
0,0,0,OUT_05554
0,0,0,OUT_05555
1,0,0,OUT_05556
0,0,0,OUT_05557
1,1,0,OUT_05558
0,0,0,OUT_05559
0,0,0,OUT_05560
1,0,0,OUT_05561
0,0,0,OUT_05562
1,0,2,OUT_05563
0,0,0,OUT_05564
0,0,0,OUT_05565
0,0,0,OUT_05566
1,0,3,OUT_05567
1,0,0,OUT_05568
0,0,0,OUT_05569
1,0,0,OUT_05570
1,1,0,OUT_05571
2,0,12,OUT_05572
0,0,0,OUT_05573
0,0,0,OUT_05574
4,0,3,OUT_05575
0,0,0,OUT_05576
1,0,0,OUT_05577
0,0,0,OUT_05578
0,0,0,OUT_05579
0,0,0,OUT_05580
0,0,0,OUT_05581
1,0,1,OUT_05582
0,0,0,OUT_05583
0,0,0,OUT_05584
0,0,0,OUT_05585
0,0,0,OUT_05586
0,0,0,OUT_05587
0,0,0,OUT_05588
0,0,0,OUT_05589
1,0,0,OUT_05590
1,0,0,OUT_05591
2,0,0,OUT_05592
0,0,0,OUT_05593
0,0,0,OUT_05594
0,1,1,OUT_05595
1,0,0,OUT_05596
0,0,0,OUT_05597
0,0,0,OUT_05598
0,0,0,OUT_05599
0,0,0,OUT_05600
0,0,0,OUT_05601
0,0,0,OUT_05602
0,0,1,OUT_05603
0,0,0,OUT_05604
0,0,0,OUT_05605
0,0,10,OUT_05606
0,0,0,OUT_05607
0,0,0,OUT_05608
0,1,0,OUT_05609
0,0,4,OUT_05610
0,0,0,OUT_05611
1,2,0,OUT_05612
0,0,0,OUT_05613
0,0,1,OUT_05614
0,0,2,OUT_05615
1,0,0,OUT_05616
0,0,0,OUT_05617
0,0,1,OUT_05618
1,0,0,OUT_05619
0,0,0,OUT_05620
0,0,0,OUT_05621
0,0,0,OUT_05622
21,4,15,OUT_05623
0,0,0,OUT_05624
0,1,3,OUT_05625
1,1,0,OUT_05626
0,0,0,OUT_05627
1,0,0,OUT_05628
0,0,0,OUT_05629
0,0,0,OUT_05630
1,0,3,OUT_05631
0,0,0,OUT_05632
6,3,10,OUT_05633
0,0,0,OUT_05634
1,0,0,OUT_05635
0,0,0,OUT_05636
2,0,2,OUT_05637
0,0,0,OUT_05638
0,0,0,OUT_05639
0,0,0,OUT_05640
0,0,0,OUT_05641
0,0,0,OUT_05642
0,0,0,OUT_05643
3,0,2,OUT_05644
0,0,0,OUT_05645
0,0,0,OUT_05646
7,1,8,OUT_05647
1,0,1,OUT_05648
0,0,0,OUT_05649
0,0,0,OUT_05650
0,0,1,OUT_05651
0,0,2,OUT_05652
0,0,0,OUT_05653
1,0,0,OUT_05654
0,0,0,OUT_05655
7,3,5,OUT_05656
0,0,2,OUT_05657
2,0,0,OUT_05658
0,0,0,OUT_05659
1,0,0,OUT_05660
1,0,3,OUT_05661
0,0,0,OUT_05662
0,0,0,OUT_05663
0,0,0,OUT_05664
0,0,0,OUT_05665
2,0,0,OUT_05666
6,1,15,OUT_05667
0,0,1,OUT_05668
1,0,0,OUT_05669
0,1,0,OUT_05670
0,0,0,OUT_05671
2,0,8,OUT_05672
1,0,0,OUT_05673
0,0,0,OUT_05674
0,0,0,OUT_05675
0,0,0,OUT_05676
0,0,0,OUT_05677
1,1,0,OUT_05678
0,0,0,OUT_05679
0,0,0,OUT_05680
0,1,0,OUT_05681
0,0,0,OUT_05682
0,0,0,OUT_05683
0,0,0,OUT_05684
1,0,0,OUT_05685
0,0,0,OUT_05686
0,0,1,OUT_05687
0,0,0,OUT_05688
0,0,0,OUT_05689
0,0,0,OUT_05690
3,0,7,OUT_05691
5,1,0,OUT_05692
0,0,0,OUT_05693
0,0,4,OUT_05694
0,0,0,OUT_05695
3,1,12,OUT_05696
0,0,0,OUT_05697
0,0,0,OUT_05698
0,0,0,OUT_05699
0,0,0,OUT_05700
0,0,0,OUT_05701
1,0,10,OUT_05702
0,0,0,OUT_05703
0,0,0,OUT_05704
2,0,1,OUT_05705
0,0,4,OUT_05706
0,0,0,OUT_05707
0,0,0,OUT_05708
1,0,0,OUT_05709
0,0,0,OUT_05710
0,0,4,OUT_05711
4,1,0,OUT_05712
0,0,0,OUT_05713
3,1,4,OUT_05714
0,0,0,OUT_05715
0,0,0,OUT_05716
0,0,0,OUT_05717
0,0,0,OUT_05718
1,0,0,OUT_05719
0,0,0,OUT_05720
0,0,0,OUT_05721
0,0,0,OUT_05722
0,0,0,OUT_05723
0,0,0,OUT_05724
2,1,1,OUT_05725
0,0,0,OUT_05726
0,0,0,OUT_05727
0,0,0,OUT_05728
0,0,0,OUT_05729
0,0,0,OUT_05730
0,0,0,OUT_05731
0,0,0,OUT_05732
0,0,0,OUT_05733
0,0,0,OUT_05734
1,0,4,OUT_05735
11,0,12,OUT_05736
1,0,0,OUT_05737
0,0,0,OUT_05738
0,1,0,OUT_05739
0,0,0,OUT_05740
0,0,0,OUT_05741
0,0,0,OUT_05742
0,0,0,OUT_05743
0,0,0,OUT_05744
0,0,0,OUT_05745
0,0,0,OUT_05746
0,0,1,OUT_05747
0,0,0,OUT_05748
0,0,0,OUT_05749
0,0,0,OUT_05750
3,0,1,OUT_05751
0,0,0,OUT_05752
1,0,0,OUT_05753
1,1,3,OUT_05754
1,1,1,OUT_05755
4,4,6,OUT_05756
1,0,6,OUT_05757
2,0,3,OUT_05758
13,4,20,OUT_05759
0,0,0,OUT_05760
0,0,1,OUT_05761
0,0,0,OUT_05762
1,0,1,OUT_05763
0,0,0,OUT_05764
0,0,0,OUT_05765
0,0,1,OUT_05766
0,0,0,OUT_05767
0,0,0,OUT_05768
0,0,0,OUT_05769
0,0,0,OUT_05770
2,0,1,OUT_05771
0,0,0,OUT_05772
1,0,0,OUT_05773
0,0,0,OUT_05774
0,0,0,OUT_05775
1,0,4,OUT_05776
0,0,0,OUT_05777
12,0,13,OUT_05778
0,0,3,OUT_05779
0,0,0,OUT_05780
2,0,0,OUT_05781
2,1,21,OUT_05782
0,0,0,OUT_05783
0,0,0,OUT_05784
1,0,0,OUT_05785
2,0,1,OUT_05786
0,0,0,OUT_05787
0,0,0,OUT_05788
0,0,0,OUT_05789
0,0,0,OUT_05790
0,1,0,OUT_05791
0,0,0,OUT_05792
0,0,0,OUT_05793
1,0,0,OUT_05794
0,0,1,OUT_05795
0,0,0,OUT_05796
0,0,0,OUT_05797
0,0,0,OUT_05798
1,0,3,OUT_05799
0,0,0,OUT_05800
0,0,0,OUT_05801
0,0,0,OUT_05802
2,0,0,OUT_05803
11,0,14,OUT_05804
1,0,0,OUT_05805
1,0,0,OUT_05806
0,0,0,OUT_05807
1,0,2,OUT_05808
0,0,0,OUT_05809
0,0,0,OUT_05810
1,0,0,OUT_05811
1,0,0,OUT_05812
0,0,0,OUT_05813
0,0,0,OUT_05814
2,0,2,OUT_05815
0,0,0,OUT_05816
1,0,0,OUT_05817
0,0,0,OUT_05818
0,0,0,OUT_05819
0,0,3,OUT_05820
0,0,0,OUT_05821
0,0,0,OUT_05822
0,0,0,OUT_05823
0,0,0,OUT_05824
0,0,0,OUT_05825
0,0,0,OUT_05826
0,0,0,OUT_05827
0,0,4,OUT_05828
1,0,18,OUT_05829
0,0,0,OUT_05830
0,0,0,OUT_05831
1,0,4,OUT_05832
0,0,1,OUT_05833
0,2,7,OUT_05834
0,0,0,OUT_05835
0,0,0,OUT_05836
2,0,0,OUT_05837
1,0,3,OUT_05838
0,0,1,OUT_05839
3,0,1,OUT_05840
1,0,2,OUT_05841
0,0,0,OUT_05842
2,0,0,OUT_05843
1,1,0,OUT_05844
8,0,2,OUT_05845
0,1,0,OUT_05846
0,0,0,OUT_05847
1,0,2,OUT_05848
0,0,0,OUT_05849
0,0,6,OUT_05850
1,0,0,OUT_05851
1,0,16,OUT_05852
0,0,0,OUT_05853
0,0,0,OUT_05854
2,0,0,OUT_05855
0,0,0,OUT_05856
0,0,0,OUT_05857
0,0,0,OUT_05858
0,0,0,OUT_05859
0,0,0,OUT_05860
0,0,0,OUT_05861
0,0,1,OUT_05862
1,0,0,OUT_05863
0,0,0,OUT_05864
0,0,0,OUT_05865
1,0,6,OUT_05866
0,0,0,OUT_05867
0,0,0,OUT_05868
2,0,0,OUT_05869
0,0,0,OUT_05870
0,0,0,OUT_05871
0,0,0,OUT_05872
0,0,0,OUT_05873
0,0,0,OUT_05874
0,0,0,OUT_05875
0,0,0,OUT_05876
3,1,1,OUT_05877
0,0,0,OUT_05878
0,0,0,OUT_05879
0,0,0,OUT_05880
0,0,0,OUT_05881
2,0,8,OUT_05882
0,0,0,OUT_05883
1,0,0,OUT_05884
2,3,7,OUT_05885
0,0,0,OUT_05886
1,1,12,OUT_05887
1,0,5,OUT_05888
0,1,3,OUT_05889
0,0,0,OUT_05890
0,0,0,OUT_05891
0,0,0,OUT_05892
0,0,0,OUT_05893
2,0,0,OUT_05894
0,0,0,OUT_05895
0,0,0,OUT_05896
0,0,0,OUT_05897
0,0,0,OUT_05898
2,0,0,OUT_05899
0,0,0,OUT_05900
0,0,0,OUT_05901
0,0,0,OUT_05902
3,0,2,OUT_05903
0,0,0,OUT_05904
1,0,0,OUT_05905
0,0,3,OUT_05906
0,0,0,OUT_05907
1,1,0,OUT_05908
0,0,0,OUT_05909
1,1,4,OUT_05910
0,0,0,OUT_05911
2,0,0,OUT_05912
0,0,0,OUT_05913
4,0,25,OUT_05914
1,0,0,OUT_05915
1,0,0,OUT_05916
0,0,0,OUT_05917
0,1,1,OUT_05918
1,0,0,OUT_05919
0,0,0,OUT_05920
2,0,0,OUT_05921
0,0,0,OUT_05922
0,0,0,OUT_05923
0,0,0,OUT_05924
0,0,0,OUT_05925
1,0,0,OUT_05926
0,0,0,OUT_05927
2,1,0,OUT_05928
0,0,0,OUT_05929
0,0,0,OUT_05930
0,0,0,OUT_05931
0,0,0,OUT_05932
0,0,0,OUT_05933
1,1,0,OUT_05934
0,0,0,OUT_05935
1,0,0,OUT_05936
1,0,1,OUT_05937
0,0,0,OUT_05938
0,0,3,OUT_05939
0,0,0,OUT_05940
4,1,0,OUT_05941
1,0,0,OUT_05942
0,0,1,OUT_05943
1,0,0,OUT_05944
0,0,0,OUT_05945
0,0,0,OUT_05946
0,0,0,OUT_05947
1,0,4,OUT_05948
0,0,0,OUT_05949
0,0,0,OUT_05950
0,0,1,OUT_05951
0,0,0,OUT_05952
0,0,0,OUT_05953
0,0,1,OUT_05954
0,0,0,OUT_05955
0,0,1,OUT_05956
3,1,0,OUT_05957
0,0,0,OUT_05958
0,0,0,OUT_05959
0,0,0,OUT_05960
0,0,0,OUT_05961
0,0,0,OUT_05962
0,0,0,OUT_05963
0,0,0,OUT_05964
1,0,0,OUT_05965
0,0,1,OUT_05966
0,0,0,OUT_05967
7,0,6,OUT_05968
0,0,0,OUT_05969
0,0,0,OUT_05970
0,0,0,OUT_05971
1,0,0,OUT_05972
0,0,0,OUT_05973
0,0,0,OUT_05974
0,0,0,OUT_05975
0,0,0,OUT_05976
0,0,0,OUT_05977
0,0,8,OUT_05978
0,0,0,OUT_05979
1,0,0,OUT_05980
0,0,3,OUT_05981
2,0,0,OUT_05982
0,0,0,OUT_05983
13,1,14,OUT_05984
0,0,0,OUT_05985
0,0,0,OUT_05986
3,0,0,OUT_05987
8,4,4,OUT_05988
0,0,0,OUT_05989
0,0,3,OUT_05990
0,0,2,OUT_05991
0,0,0,OUT_05992
1,0,0,OUT_05993
1,0,4,OUT_05994
0,0,0,OUT_05995
0,0,0,OUT_05996
0,0,4,OUT_05997
0,0,0,OUT_05998
0,0,0,OUT_05999
0,0,0,OUT_06000
0,0,0,OUT_06001
0,0,0,OUT_06002
0,0,0,OUT_06003
1,0,0,OUT_06004
0,0,0,OUT_06005
0,0,0,OUT_06006
3,3,8,OUT_06007
1,0,0,OUT_06008
0,1,1,OUT_06009
0,0,7,OUT_06010
0,0,0,OUT_06011
0,0,0,OUT_06012
0,0,0,OUT_06013
0,0,0,OUT_06014
2,0,0,OUT_06015
1,0,0,OUT_06016
1,0,5,OUT_06017
0,0,0,OUT_06018
0,0,0,OUT_06019
0,0,0,OUT_06020
0,0,0,OUT_06021
0,0,0,OUT_06022
1,0,0,OUT_06023
9,3,8,OUT_06024
0,0,0,OUT_06025
2,1,0,OUT_06026
1,0,7,OUT_06027
0,0,0,OUT_06028
1,0,1,OUT_06029
0,0,0,OUT_06030
0,0,0,OUT_06031
0,1,0,OUT_06032
0,0,0,OUT_06033
0,0,0,OUT_06034
0,0,0,OUT_06035
0,0,0,OUT_06036
0,0,0,OUT_06037
0,0,0,OUT_06038
0,0,0,OUT_06039
0,0,0,OUT_06040
0,0,0,OUT_06041
0,0,0,OUT_06042
0,0,0,OUT_06043
0,0,0,OUT_06044
18,0,8,OUT_06045
1,0,0,OUT_06046
0,0,0,OUT_06047
1,0,0,OUT_06048
2,0,0,OUT_06049
0,0,0,OUT_06050
0,0,0,OUT_06051
0,0,0,OUT_06052
0,0,0,OUT_06053
0,0,0,OUT_06054
1,1,0,OUT_06055
0,0,0,OUT_06056
1,0,0,OUT_06057
0,1,2,OUT_06058
0,0,0,OUT_06059
3,0,0,OUT_06060
0,0,0,OUT_06061
0,0,0,OUT_06062
1,0,1,OUT_06063
0,0,0,OUT_06064
8,3,4,OUT_06065
0,0,0,OUT_06066
0,0,0,OUT_06067
0,1,5,OUT_06068
0,0,0,OUT_06069
0,0,0,OUT_06070
0,0,0,OUT_06071
0,0,0,OUT_06072
0,0,0,OUT_06073
0,0,0,OUT_06074
0,0,0,OUT_06075
0,0,0,OUT_06076
0,0,0,OUT_06077
0,0,0,OUT_06078
0,0,0,OUT_06079
0,0,0,OUT_06080
0,0,0,OUT_06081
0,0,0,OUT_06082
0,0,0,OUT_06083
0,0,1,OUT_06084
0,0,0,OUT_06085
0,0,0,OUT_06086
0,0,0,OUT_06087
2,0,8,OUT_06088
1,0,0,OUT_06089
0,0,1,OUT_06090
13,0,8,OUT_06091
0,0,3,OUT_06092
1,0,0,OUT_06093
0,0,0,OUT_06094
2,0,0,OUT_06095
0,0,0,OUT_06096
12,0,11,OUT_06097
0,0,0,OUT_06098
0,0,0,OUT_06099
0,0,0,OUT_06100
0,0,0,OUT_06101
0,0,0,OUT_06102
1,0,0,OUT_06103
0,0,0,OUT_06104
0,0,1,OUT_06105
0,0,0,OUT_06106
0,0,0,OUT_06107
1,0,1,OUT_06108
1,0,0,OUT_06109
2,0,0,OUT_06110
0,0,0,OUT_06111
0,0,0,OUT_06112
1,1,0,OUT_06113
0,0,0,OUT_06114
0,0,0,OUT_06115
7,0,0,OUT_06116
0,0,0,OUT_06117
0,0,0,OUT_06118
0,0,0,OUT_06119
1,0,0,OUT_06120
0,0,0,OUT_06121
1,1,1,OUT_06122
1,0,0,OUT_06123
0,0,0,OUT_06124
0,0,0,OUT_06125
0,0,0,OUT_06126
13,1,16,OUT_06127
0,0,1,OUT_06128
0,0,1,OUT_06129
0,0,0,OUT_06130
0,0,0,OUT_06131
0,0,1,OUT_06132
0,0,0,OUT_06133
0,0,0,OUT_06134
1,0,0,OUT_06135
0,0,0,OUT_06136
0,0,3,OUT_06137
1,0,0,OUT_06138
1,0,0,OUT_06139
1,1,0,OUT_06140
0,0,0,OUT_06141
0,0,0,OUT_06142
0,0,0,OUT_06143
0,0,0,OUT_06144
0,0,0,OUT_06145
0,1,0,OUT_06146
2,0,0,OUT_06147
0,0,0,OUT_06148
0,0,0,OUT_06149
0,0,0,OUT_06150
0,0,0,OUT_06151
0,0,0,OUT_06152
20,1,18,OUT_06153
0,0,0,OUT_06154
0,0,0,OUT_06155
2,3,0,OUT_06156
0,0,0,OUT_06157
0,0,0,OUT_06158
1,0,0,OUT_06159
0,0,4,OUT_06160
5,0,3,OUT_06161
0,0,0,OUT_06162
1,0,1,OUT_06163
1,0,0,OUT_06164
0,0,0,OUT_06165
1,0,0,OUT_06166
1,0,0,OUT_06167
0,0,0,OUT_06168
0,0,0,OUT_06169
0,0,0,OUT_06170
0,0,0,OUT_06171
0,0,0,OUT_06172
0,0,5,OUT_06173
0,0,0,OUT_06174
0,0,0,OUT_06175
18,6,12,OUT_06176
0,0,0,OUT_06177
2,0,0,OUT_06178
0,0,0,OUT_06179
0,0,0,OUT_06180
0,0,0,OUT_06181
1,0,0,OUT_06182
2,0,0,OUT_06183
0,0,0,OUT_06184
0,0,0,OUT_06185
0,0,0,OUT_06186
0,0,0,OUT_06187
3,0,1,OUT_06188
0,0,0,OUT_06189
2,0,0,OUT_06190
0,0,0,OUT_06191
2,0,0,OUT_06192
1,0,12,OUT_06193
0,0,0,OUT_06194
0,0,0,OUT_06195
0,0,0,OUT_06196
2,1,0,OUT_06197
2,0,0,OUT_06198
0,0,1,OUT_06199
0,0,0,OUT_06200
2,0,4,OUT_06201
0,0,0,OUT_06202
0,0,0,OUT_06203
0,0,0,OUT_06204
0,0,6,OUT_06205
0,0,0,OUT_06206
0,0,0,OUT_06207
0,0,0,OUT_06208
0,0,0,OUT_06209
0,0,0,OUT_06210
0,0,0,OUT_06211
17,6,11,OUT_06212
0,0,0,OUT_06213
0,0,1,OUT_06214
0,0,0,OUT_06215
0,0,0,OUT_06216
0,0,0,OUT_06217
0,0,0,OUT_06218
0,0,0,OUT_06219
1,0,0,OUT_06220
1,0,0,OUT_06221
0,0,0,OUT_06222
0,0,0,OUT_06223
0,0,0,OUT_06224
1,0,0,OUT_06225
0,0,0,OUT_06226
1,0,0,OUT_06227
1,1,0,OUT_06228
1,0,0,OUT_06229
1,0,0,OUT_06230
0,0,0,OUT_06231
0,0,0,OUT_06232
0,0,0,OUT_06233
0,0,1,OUT_06234
1,0,13,OUT_06235
3,3,0,OUT_06236
0,0,0,OUT_06237
0,0,0,OUT_06238
0,0,0,OUT_06239
0,0,0,OUT_06240
4,0,0,OUT_06241
0,0,0,OUT_06242
0,0,1,OUT_06243
0,0,0,OUT_06244
0,0,0,OUT_06245
0,0,0,OUT_06246
0,0,0,OUT_06247
0,0,0,OUT_06248
2,1,1,OUT_06249
0,0,1,OUT_06250
0,0,0,OUT_06251
1,0,0,OUT_06252
0,0,0,OUT_06253
0,0,0,OUT_06254
0,0,0,OUT_06255
0,0,0,OUT_06256
1,0,0,OUT_06257
0,0,3,OUT_06258
0,1,0,OUT_06259
0,0,0,OUT_06260
0,0,0,OUT_06261
0,0,9,OUT_06262
0,0,0,OUT_06263
0,0,0,OUT_06264
28,1,14,OUT_06265
4,0,8,OUT_06266
